,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293-381,University of Louisiana--Lafayette,,public,2.2,75%,,55%,45%,6,35%,4,254,35%,9%,21-28,,20%,,56%,,5%,4,,,,,,
293-381,University of Louisiana--Monroe,,public,2.0,73%,,52%,43%,,34%,,147,44%,12%,20-25,,20%,,72%,,3%,,,,,,,
293-381,University of Mary (ND),,private,1.8,79%,8,60%,53%,,48%,,348,36%,2%,20-26,,N/A,,88%,,N/A,,,,,,,
293-381,Univ. of Maryland--Eastern Shore,,public,2.1,64%,,40%,39%,,35%,,53,62%,2%,870-1050,,N/A,,54%,,2%,,,,,,,
293-381,University of Michigan--Flint,,public,2.3,72%,,53%,46%,,39%,,214,53%,2%,980-1200,,15%,,66%,,1%,,,,,,,
293-381,University of Nebraska--Omaha,,public,2.6,77%,,56%,49%,,40%,,254,44%,6%,19-26,,17%,,82%,,5%,,,,,,,
293-381,University of Nevada--Las Vegas,,public,2.6,75%,,52%,43%,,38%,,115,37%,14%,19-24,,22%,,82%,,4%,,,,,,,
293-381,University of New Orleans,,public,2.2,65%,,53%,37%,,31%,,214,45%,9%,20-25,,17%,,57%,,4%,,,,,,,
293-381,University of Northern Colorado,,public,2.4,71%,,54%,47%,,40%,,204,39%,10%,990-1190,,12%,,91%,,3%,,,,,,,
293-381,University of South Alabama,,public,2.1,75%,,59%,43%,,33%,,224,49%,7%,21-27,2,N/A,,79%,,N/A,,,,,,,
293-381,Univ. of Southern Mississippi,,public,2.3,73%,,57%,49%,,38%,,165,40%,13%,19-26,,N/A,,98%,,8%,,,,,,,
293-381,University of Tennessee--Chattanooga,,public,2.5,73%,,58%,48%,,44%,,214,40%,10%,21-27,,N/A,,76%,,4%,,,,,,,
293-381,University of Texas--Arlington,,public,2.6,71%,,55%,49%,,48%,,20,34%,26%,1060-1260,,28%,,80%,,1%,,,,,,,
293-381,University of Texas--El Paso,,public,2.5,73%,,40%,39%,,36%,,80,32%,16%,940-1130,2,18%,,100%,,3%,,,,,,,
293-381,University of Texas--Rio Grande Valley,,public,2.2,75%,8,36%,42%,6,N/A,,17,27%,14%,17-22,,22%,,81%,,0.30%,,,,,,,
293-381,University of Texas--San Antonio,,public,2.5,72%,,50%,40%,,39%,,62,16%,32%,1040-1220,,18%,,79%,,6%,,,,,,,
293-381,University of Texas--Tyler,,public,2.1,62%,,54%,45%,,41%,,119,38%,11%,1080-1280,,12%,,78%,,0.40%,,,,,,,
293-381,University of the Cumberlands (KY),1,private,1.8,64%,8,46%,40%,6,N/A,,17,N/A,N/A,19-25,4,11%,4,74%,4,N/A,,,,,,,
293-381,University of Toledo (OH),,public,2.4,74%,,55%,47%,,34%,,297,41%,14%,20-26,,20%,,94%,,5%,,,,,,,
293-381,University of West Georgia,,public,2.1,72%,,45%,42%,,39%,,53,35%,7%,920-1080,,N/A,,58%,,1%,,,,,,,
293-381,Univ. of Wisconsin--Milwaukee,,public,2.8,73%,,54%,44%,,35%,,291,42%,12%,20-25,2,10%,,88%,,3%,,,,,,,
293-381,Valdosta State University (GA),,public,2.1,69%,,47%,42%,,35%,,125,54%,3%,1000-1140,,N/A,,63%,,1%,,,,,,,
293-381,Washburn University (KS),,public,2.2,71%,,53%,36%,6,24%,4,370,49%,3%,18-24,,13%,,100%,,9%,,,,,,,
293-381,Western Kentucky University,,public,2.2,72%,,56%,53%,,40%,,303,49%,5%,20-27,,22%,,97%,,7%,,,,,,,
293-381,Wichita State University (KS),,public,2.4,72%,,58%,47%,,34%,,303,45%,11%,20-26,2,19%,,75%,,7%,,,,,,,
293-381,William Woods University (MO),,private,1.8,74%,,56%,60%,,53%,,165,83%,0%,19-25,,6%,,64%,,4%,,,,,,,
293-381,Wingate University (NC),,private,2.0,72%,,57%,51%,,45%,,125,41%,1%,960-1170,,15%,,85%,,10%,,,,,,,
293-381,Wright State University (OH),,public,2.3,65%,,51%,39%,,26%,,348,N/A,N/A,18-25,,17%,,95%,,N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unranked National Universities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliant International University (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandman University (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Institute of Integral Studies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capella University (MN),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Technical University ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUNY--Graduate Center ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John F. Kennedy University (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northcentral University (AZ),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ponce Health Sciences University (PR),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontifical Catholic University of Puerto Rico--Ponce ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trident University International (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union Institute and University (OH),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad del Turabo (PR),,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Phoenix (AZ),,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Puerto Rico--Rio Piedras ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walden University (MN),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilmington University (DE),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footnote,Definition,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,School refused to fill out U.S. News statistical survey. Data that appear are from school in previous years or from another source such as the National Center for Education Statistics.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ACT and/or SAT not required by school for some or all applicants.,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"In reporting ACT/SAT scores, the school did not include all students for whom it had scores or refused to tell U.S. News whether all students with scores had been included.",,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Data reported to U.S. News in previous years.,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Data based on fewer than 20 percent of enrolled first-year students.,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Some or all data reported to the National Center for Education Statistics.,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,School declined to have a school official verify the  accuracy of the information contained in the U.S. News Main Statistical Survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"This rate, normally baed on four years of data, is given here for less than four years because school didn't report rate for the most recent year or years to U.S. News.",,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"ACT and/or SAT may not be required by school for some or all applicants, and in reporting SAT/ACT scores, the school did not include all students for whom it had scores or refused to tell U.S. News whether all students with scores had been included. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
