"course_section_orig_id","user_id","gradebook_item","final_grade_cems","points_possible","points_earned","gender"
"FrScA-S116-01",86792,"Unit 4 Assessment",99.08675799,10,10,"F"
"FrScA-S116-01",86792,"5-1.1: BrainPop Video on DNA",99.08675799,5,3,"F"
"FrScA-S116-01",86792,"5-1.2: DNA DB #7",99.08675799,10,10,"F"
"FrScA-S116-01",86792,"PROGRESS CHECK 3 @ 11-20-15",99.08675799,5,5,"F"
"FrScA-S116-01",86792,"5-2.1: DNA Lab",99.08675799,460,434.05,"M"
"FrScA-S116-01",86792,"Unit 5 Assessment",99.08675799,10,8.5,"M"
"FrScA-S116-01",86792,"6-1.1: History of Fingerprinting and the Application to Solving Crimes",99.08675799,5,NA,"M"
"FrScA-S116-01",86792,"6-2.1: Fingerprint Analysis Assignment",99.08675799,30,NA,"F"
"FrScA-S116-01",86792,"6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8",99.08675799,10,10,"F"
"FrScA-S116-01",86792,"Unit 6 Assessment",99.08675799,244,204,"F"
"FrScA-S116-01",86792,"7-1.1: Can You Identify a Forgery? Assignment",99.08675799,10,10,"F"
"FrScA-S116-01",86792,"7-2.1: Questioned Documents Case Studies DB #9",99.08675799,10,9,"F"
"FrScA-S116-01",86792,"7-2.2: Handwriting Analysis",99.08675799,5,5,"F"
"FrScA-S116-01",86792,"PROGRESS CHECK 4 @ 12-18-15",99.08675799,5,5,"F"
"FrScA-S116-01",86792,"7-3.1: TWEAS Case DB #10",99.08675799,60,60,"F"
"FrScA-S116-01",86792,"7-3.2: TWEAS Case <d0> Solve the Crime Assignment",99.08675799,10,7.5,"F"
"FrScA-S116-01",86792,"Unit 7 Assessment",99.08675799,5,5,"F"
"FrScA-S116-01",86792,"8-1.1: The Final Case <d0> Solve the Crime Assignment",99.08675799,5,NA,"F"
"FrScA-S116-01",86792,"POINTS EARNED & TOTAL COURSE POINTS",99.08675799,5,4,"F"
"FrScA-S116-01",86793,"POINTS EARNED & TOTAL COURSE POINTS",96.34703196,30,13.87,"F"
"FrScA-S116-01",86793,"WORK ATTEMPTED",96.34703196,5,5,"F"
"FrScA-S116-01",86793,"0-1.1: Intro Assignment - Send a Message to Your Instructor",96.34703196,15,NA,"M"
"FrScA-S116-01",86793,"0-1.2: Intro Assignment - DB #1",96.34703196,10,NA,"M"
"FrScA-S116-01",86793,"0-1.3: Intro Assignment - Submitting Files",96.34703196,10,10,"F"
"FrScA-S116-01",86793,"1-1.1: Lesson 1-1 Graphic Organizer",96.34703196,930,730.51,"M"
"FrScA-S116-01",86793,"1-2.1: Explore a Career Assignment",96.34703196,930,773.45,"F"
"FrScA-S116-01",86793,"1-2.2: Explore a Career DB #2",96.34703196,10,9,"F"
"FrScA-S116-01",86793,"PROGRESS CHECK 1 @ 10-02-15",96.34703196,15,10,"M"
"FrScA-S116-01",86793,"1-2.3: Lesson 1-2 Graphic Organizer",96.34703196,10,10,"F"
"FrScA-S116-01",86793,"Unit 1 Assessment",96.34703196,10,10,"M"
"FrScA-S116-01",86793,"2-1.1: Crime Scene DB #3",96.34703196,20,NA,"M"
"FrScA-S116-01",86793,"2-2.1: Evidence Collection DB #4",96.34703196,5,5,"M"
"FrScA-S116-01",86793,"2-3.1: Hair Analysis Lab",96.34703196,10,10,"M"
"FrScA-S116-01",86793,"Unit 2 Assessment",96.34703196,30,26,"M"
"FrScA-S116-01",86793,"3-1.1: BrainPop Periodic Table of the Elements",96.34703196,10,8,"F"
"FrScA-S116-01",86793,"3-1.2: Periodic Table of the Elements Lab",96.34703196,20,16,"F"
"FrScA-S116-01",86793,"3-2.1: pH Analysis Lab",96.34703196,12,12,"F"
"FrScA-S116-01",86793,"3-3.1: Drug Analysis and Toxicology DB #5",96.34703196,5,NA,"M"
"FrScA-S116-01",86793,"PROGRESS CHECK 2 @ 10-28-15",96.34703196,10,8,"F"
"FrScA-S116-01",86793,"3-4.1: A Very Cold Case DB #6",96.34703196,5,5,"F"
"FrScA-S116-01",86793,"3-4.2: Mystery Powder Lab",96.34703196,10,7.75,"F"
"FrScA-S116-01",86793,"Unit 3 Assessment",96.34703196,50,50,"M"
"FrScA-S116-01",86793,"4-1.1: Compare/Contrast Microscopes Assignment",96.34703196,10,10,"F"
"FrScA-S116-01",86793,"4-2.1: Summary of the Case of Karyn Slover Assignment",96.34703196,30,28.88,"F"
"FrScA-S116-01",86793,"Unit 4 Assessment",96.34703196,597,489.73,"F"
"FrScA-S116-01",86793,"5-1.1: BrainPop Video on DNA",96.34703196,443,402,"F"
"FrScA-S116-01",86793,"5-1.2: DNA DB #7",96.34703196,438,304,"F"
"FrScA-S116-01",86793,"PROGRESS CHECK 3 @ 11-20-15",96.34703196,10,10,"F"
"FrScA-S116-01",86793,"5-2.1: DNA Lab",96.34703196,235,120.7,"F"
"FrScA-S116-01",86793,"Unit 5 Assessment",96.34703196,10,4,"M"
"FrScA-S116-01",86793,"6-1.1: History of Fingerprinting and the Application to Solving Crimes",96.34703196,10,10,"M"
"FrScA-S116-01",86793,"6-2.1: Fingerprint Analysis Assignment",96.34703196,438,421.27,"F"
"FrScA-S116-01",86793,"6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8",96.34703196,5,5,"M"
"FrScA-S116-01",86793,"Unit 6 Assessment",96.34703196,10,10,"F"
"FrScA-S116-01",86793,"7-1.1: Can You Identify a Forgery? Assignment",96.34703196,10,NA,"M"
"FrScA-S116-01",86793,"7-2.1: Questioned Documents Case Studies DB #9",96.34703196,10,5.38,"M"
"FrScA-S116-01",86793,"7-2.2: Handwriting Analysis",96.34703196,10,10,"M"
"FrScA-S116-01",86793,"PROGRESS CHECK 4 @ 12-18-15",96.34703196,915,769.5,"F"
"FrScA-S116-01",86793,"7-3.1: TWEAS Case DB #10",96.34703196,30,30,"F"
"FrScA-S116-01",86793,"7-3.2: TWEAS Case <d0> Solve the Crime Assignment",96.34703196,10,10,"F"
"FrScA-S116-01",86793,"Unit 7 Assessment",96.34703196,10,10,"F"
"FrScA-S116-01",86793,"8-1.1: The Final Case <d0> Solve the Crime Assignment",96.34703196,10,10,"F"
"FrScA-S116-01",86793,"POINTS EARNED & TOTAL COURSE POINTS",96.34703196,10,6.75,"M"
"FrScA-S116-01",86794,"POINTS EARNED & TOTAL COURSE POINTS",90.1826484,10,10,"F"
"FrScA-S116-01",86794,"WORK ATTEMPTED",90.1826484,10,9.5,"M"
"FrScA-S116-01",86794,"0-1.1: Intro Assignment - Send a Message to Your Instructor",90.1826484,10,10,"M"
"FrScA-S116-01",86794,"0-1.2: Intro Assignment - DB #1",90.1826484,5,NA,"F"
"FrScA-S116-01",86794,"0-1.3: Intro Assignment - Submitting Files",90.1826484,10,10,"M"
"FrScA-S116-01",86794,"1-1.1: Lesson 1-1 Graphic Organizer",90.1826484,10,10,"M"
"FrScA-S116-01",86794,"1-2.1: Explore a Career Assignment",90.1826484,50,47,"F"
"FrScA-S116-01",86794,"1-2.2: Explore a Career DB #2",90.1826484,10,NA,"M"
"FrScA-S116-01",86794,"PROGRESS CHECK 1 @ 10-02-15",90.1826484,5,NA,"M"
"FrScA-S116-01",86794,"1-2.3: Lesson 1-2 Graphic Organizer",90.1826484,5,5,"F"
"FrScA-S116-01",86794,"Unit 1 Assessment",90.1826484,345,323.755,"F"
"FrScA-S116-01",86794,"2-1.1: Crime Scene DB #3",90.1826484,377,285.15,"M"
"FrScA-S116-01",86794,"2-2.1: Evidence Collection DB #4",90.1826484,15,NA,"M"
"FrScA-S116-01",86794,"2-3.1: Hair Analysis Lab",90.1826484,15,NA,"M"
"FrScA-S116-01",86794,"Unit 2 Assessment",90.1826484,5,4,"F"
"FrScA-S116-01",86794,"3-1.1: BrainPop Periodic Table of the Elements",90.1826484,10,8.5,"M"
"FrScA-S116-01",86794,"3-1.2: Periodic Table of the Elements Lab",90.1826484,5,4,"M"
"FrScA-S116-01",86794,"3-2.1: pH Analysis Lab",90.1826484,10,8.5,"F"
"FrScA-S116-01",86794,"3-3.1: Drug Analysis and Toxicology DB #5",90.1826484,10,NA,"M"
"FrScA-S116-01",86794,"PROGRESS CHECK 2 @ 10-28-15",90.1826484,12,10.56,"M"
"FrScA-S116-01",86794,"3-4.1: A Very Cold Case DB #6",90.1826484,35,8,"F"
"FrScA-S116-01",86794,"3-4.2: Mystery Powder Lab",90.1826484,10,10,"F"
"FrScA-S116-01",86794,"Unit 3 Assessment",90.1826484,10,NA,"F"
"FrScA-S116-01",86794,"4-1.1: Compare/Contrast Microscopes Assignment",90.1826484,10,8,"F"
"FrScA-S116-01",86794,"4-2.1: Summary of the Case of Karyn Slover Assignment",90.1826484,20,16,"F"
"FrScA-S116-01",86794,"Unit 4 Assessment",90.1826484,15,15,"M"
"FrScA-S116-01",86794,"5-1.1: BrainPop Video on DNA",90.1826484,10,10,"F"
"FrScA-S116-01",86794,"5-1.2: DNA DB #7",90.1826484,5,5,"M"
"FrScA-S116-01",86794,"PROGRESS CHECK 3 @ 11-20-15",90.1826484,5,10,"F"
"FrScA-S116-01",86794,"5-2.1: DNA Lab",90.1826484,75,45,"F"
"FrScA-S116-01",86794,"Unit 5 Assessment",90.1826484,5,5,"M"
"FrScA-S116-01",86794,"6-1.1: History of Fingerprinting and the Application to Solving Crimes",90.1826484,5,2,"M"
"FrScA-S116-01",86794,"6-2.1: Fingerprint Analysis Assignment",90.1826484,75,70,"M"
"FrScA-S116-01",86794,"6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8",90.1826484,30,30,"F"
"FrScA-S116-01",86794,"Unit 6 Assessment",90.1826484,10,1,"M"
"FrScA-S116-01",86794,"7-1.1: Can You Identify a Forgery? Assignment",90.1826484,25,25,"F"
"FrScA-S116-01",86794,"7-2.1: Questioned Documents Case Studies DB #9",90.1826484,50,50,"M"
"FrScA-S116-01",86794,"7-2.2: Handwriting Analysis",90.1826484,30,30,"F"
"FrScA-S116-01",86794,"PROGRESS CHECK 4 @ 12-18-15",90.1826484,10,10,"M"
"FrScA-S116-01",86794,"7-3.1: TWEAS Case DB #10",90.1826484,10,4,"F"
"FrScA-S116-01",86794,"7-3.2: TWEAS Case <d0> Solve the Crime Assignment",90.1826484,30,30,"M"
"FrScA-S116-01",86794,"Unit 7 Assessment",90.1826484,10,10,"F"
"FrScA-S116-01",86794,"8-1.1: The Final Case <d0> Solve the Crime Assignment",90.1826484,5,4,"F"
"FrScA-S116-01",86794,"POINTS EARNED & TOTAL COURSE POINTS",90.1826484,5,5,"M"
"FrScA-S116-01",86803,"POINTS EARNED & TOTAL COURSE POINTS",87.55707763,10,6,"M"
"FrScA-S116-01",86803,"WORK ATTEMPTED",87.55707763,50,50,"F"
"FrScA-S116-01",86803,"0-1.1: Intro Assignment - Send a Message to Your Instructor",87.55707763,5,8,"F"
"FrScA-S116-01",86803,"0-1.2: Intro Assignment - DB #1",87.55707763,10,9.5,"M"
"FrScA-S116-01",86803,"0-1.3: Intro Assignment - Submitting Files",87.55707763,10,8,"M"
"FrScA-S116-01",86803,"1-1.1: Lesson 1-1 Graphic Organizer",87.55707763,30,25.33333,"F"
"FrScA-S116-01",86803,"1-2.1: Explore a Career Assignment",87.55707763,10,NA,"F"
"FrScA-S116-01",86803,"1-2.2: Explore a Career DB #2",87.55707763,37,31.5,"F"
"FrScA-S116-01",86803,"PROGRESS CHECK 1 @ 10-02-15",87.55707763,10,9.5,"F"
"FrScA-S116-01",86803,"1-2.3: Lesson 1-2 Graphic Organizer",87.55707763,10,10,"F"
"FrScA-S116-01",86803,"Unit 1 Assessment",87.55707763,12,NA,"F"
"FrScA-S116-01",86803,"2-1.1: Crime Scene DB #3",87.55707763,15,15,"F"
"FrScA-S116-01",86803,"2-2.1: Evidence Collection DB #4",87.55707763,465,421.38,"F"
"FrScA-S116-01",86803,"2-3.1: Hair Analysis Lab",87.55707763,10,10,"F"
"FrScA-S116-01",86803,"Unit 2 Assessment",87.55707763,10,NA,"M"
"FrScA-S116-01",86803,"3-1.1: BrainPop Periodic Table of the Elements",87.55707763,345,326.75,"M"
"FrScA-S116-01",86803,"3-1.2: Periodic Table of the Elements Lab",87.55707763,5,5,"F"
"FrScA-S116-01",86803,"3-2.1: pH Analysis Lab",87.55707763,10,7,"F"
"FrScA-S116-01",86803,"3-3.1: Drug Analysis and Toxicology DB #5",87.55707763,105,95.63,"F"
"FrScA-S116-01",86803,"PROGRESS CHECK 2 @ 10-28-15",87.55707763,10,8.5,"F"
"FrScA-S116-01",86803,"3-4.1: A Very Cold Case DB #6",87.55707763,5,5,"M"
"FrScA-S116-01",86803,"3-4.2: Mystery Powder Lab",87.55707763,220,208.25,"F"
"FrScA-S116-01",86803,"Unit 3 Assessment",87.55707763,10,8.25,"F"
"FrScA-S116-01",86803,"4-1.1: Compare/Contrast Microscopes Assignment",87.55707763,10,10,"F"
"FrScA-S116-01",86803,"4-2.1: Summary of the Case of Karyn Slover Assignment",87.55707763,10,6.25,"F"
"FrScA-S116-01",86803,"Unit 4 Assessment",87.55707763,443,405,"M"
"FrScA-S116-01",86803,"5-1.1: BrainPop Video on DNA",87.55707763,10,10,"F"
"FrScA-S116-01",86803,"5-1.2: DNA DB #7",87.55707763,15,13,"F"
"FrScA-S116-01",86803,"PROGRESS CHECK 3 @ 11-20-15",87.55707763,140,66,"F"
"FrScA-S116-01",86803,"5-2.1: DNA Lab",87.55707763,30,28,"M"
"FrScA-S116-01",86803,"Unit 5 Assessment",87.55707763,10,10,"M"
"FrScA-S116-01",86803,"6-1.1: History of Fingerprinting and the Application to Solving Crimes",87.55707763,438,407,"M"
"FrScA-S116-01",86803,"6-2.1: Fingerprint Analysis Assignment",87.55707763,10,2.5,"M"
"FrScA-S116-01",86803,"6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8",87.55707763,30,12,"F"
"FrScA-S116-01",86803,"Unit 6 Assessment",87.55707763,10,7.5,"M"
"FrScA-S116-01",86803,"7-1.1: Can You Identify a Forgery? Assignment",87.55707763,5,5,"M"
"FrScA-S116-01",86803,"7-2.1: Questioned Documents Case Studies DB #9",87.55707763,10,8,"F"
"FrScA-S116-01",86803,"7-2.2: Handwriting Analysis",87.55707763,5,5,"F"
"FrScA-S116-01",86803,"PROGRESS CHECK 4 @ 12-18-15",87.55707763,5,5,"M"
"FrScA-S116-01",86803,"7-3.1: TWEAS Case DB #10",87.55707763,60,60,"M"
"FrScA-S116-01",86803,"7-3.2: TWEAS Case <d0> Solve the Crime Assignment",87.55707763,30,30,"F"
"FrScA-S116-01",86803,"Unit 7 Assessment",87.55707763,30,30,"F"
"FrScA-S116-01",86803,"8-1.1: The Final Case <d0> Solve the Crime Assignment",87.55707763,5,5,"F"
"FrScA-S116-01",86803,"POINTS EARNED & TOTAL COURSE POINTS",87.55707763,5,4,"F"
"FrScA-S116-01",86815,"POINTS EARNED & TOTAL COURSE POINTS",83.33333333,10,10,"F"
"FrScA-S116-01",86815,"WORK ATTEMPTED",83.33333333,10,10,"F"
"FrScA-S116-01",86815,"0-1.1: Intro Assignment - Send a Message to Your Instructor",83.33333333,10,NA,"F"
"FrScA-S116-01",86815,"0-1.2: Intro Assignment - DB #1",83.33333333,5,5,"F"
"FrScA-S116-01",86815,"0-1.3: Intro Assignment - Submitting Files",83.33333333,322,268.79,"F"
"FrScA-S116-01",86815,"1-1.1: Lesson 1-1 Graphic Organizer",83.33333333,10,NA,"F"
"FrScA-S116-01",86815,"1-2.1: Explore a Career Assignment",83.33333333,15,14,"F"
"FrScA-S116-01",86815,"1-2.2: Explore a Career DB #2",83.33333333,15,15,"F"
"FrScA-S116-01",86815,"PROGRESS CHECK 1 @ 10-02-15",83.33333333,30,25.88,"F"
"FrScA-S116-01",86815,"1-2.3: Lesson 1-2 Graphic Organizer",83.33333333,5,5,"F"
"FrScA-S116-01",86815,"Unit 1 Assessment",83.33333333,30,24,"M"
"FrScA-S116-01",86815,"2-1.1: Crime Scene DB #3",83.33333333,10,10,"M"
"FrScA-S116-01",86815,"2-2.1: Evidence Collection DB #4",83.33333333,15,NA,"F"
"FrScA-S116-01",86815,"2-3.1: Hair Analysis Lab",83.33333333,10,10,"M"
"FrScA-S116-01",86815,"Unit 2 Assessment",83.33333333,10,8,"F"
"FrScA-S116-01",86815,"3-1.1: BrainPop Periodic Table of the Elements",83.33333333,5,3,"M"
"FrScA-S116-01",86815,"3-1.2: Periodic Table of the Elements Lab",83.33333333,10,NA,"M"
"FrScA-S116-01",86815,"3-2.1: pH Analysis Lab",83.33333333,20,14,"M"
"FrScA-S116-01",86815,"3-3.1: Drug Analysis and Toxicology DB #5",83.33333333,30,NA,"F"
"FrScA-S116-01",86815,"PROGRESS CHECK 2 @ 10-28-15",83.33333333,5,5,"F"
"FrScA-S116-01",86815,"3-4.1: A Very Cold Case DB #6",83.33333333,10,10,"F"
"FrScA-S116-01",86815,"3-4.2: Mystery Powder Lab",83.33333333,10,8,"F"
"FrScA-S116-01",86815,"Unit 3 Assessment",83.33333333,10,8,"M"
"FrScA-S116-01",86815,"4-1.1: Compare/Contrast Microscopes Assignment",83.33333333,30,30,"F"
"FrScA-S116-01",86815,"4-2.1: Summary of the Case of Karyn Slover Assignment",83.33333333,10,NA,"F"
"FrScA-S116-01",86815,"Unit 4 Assessment",83.33333333,235,213,"M"
"FrScA-S116-01",86815,"5-1.1: BrainPop Video on DNA",83.33333333,10,5,"F"
"FrScA-S116-01",86815,"5-1.2: DNA DB #7",83.33333333,5,5,"F"
"FrScA-S116-01",86815,"PROGRESS CHECK 3 @ 11-20-15",83.33333333,15,11,"M"
"FrScA-S116-01",86815,"5-2.1: DNA Lab",83.33333333,5,5,"F"
"FrScA-S116-01",86815,"Unit 5 Assessment",83.33333333,5,5,"F"
"FrScA-S116-01",86815,"6-1.1: History of Fingerprinting and the Application to Solving Crimes",83.33333333,220,139.83,"M"
"FrScA-S116-01",86815,"6-2.1: Fingerprint Analysis Assignment",83.33333333,10,10,"F"
"FrScA-S116-01",86815,"6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8",83.33333333,5,5,"M"
"FrScA-S116-01",86815,"Unit 6 Assessment",83.33333333,10,10,"F"
"FrScA-S116-01",86815,"7-1.1: Can You Identify a Forgery? Assignment",83.33333333,10,10,"M"
"FrScA-S116-01",86815,"7-2.1: Questioned Documents Case Studies DB #9",83.33333333,10,NA,"M"
"FrScA-S116-01",86815,"7-2.2: Handwriting Analysis",83.33333333,30,27.75,"M"
"FrScA-S116-01",86815,"PROGRESS CHECK 4 @ 12-18-15",83.33333333,345,40.675,"F"
"FrScA-S116-01",86815,"7-3.1: TWEAS Case DB #10",83.33333333,12,NA,"M"
"FrScA-S116-01",86815,"7-3.2: TWEAS Case <d0> Solve the Crime Assignment",83.33333333,20,18,"F"
"FrScA-S116-01",86815,"Unit 7 Assessment",83.33333333,30,30,"M"
"FrScA-S116-01",86815,"8-1.1: The Final Case <d0> Solve the Crime Assignment",83.33333333,10,8,"M"
"FrScA-S116-01",86815,"POINTS EARNED & TOTAL COURSE POINTS",83.33333333,10,9.5,"F"
"FrScA-S116-01",87010,"POINTS EARNED & TOTAL COURSE POINTS",88.01369863,20,20,"F"
"FrScA-S116-01",87010,"WORK ATTEMPTED",88.01369863,10,7.5,"F"
"FrScA-S116-01",87010,"0-1.1: Intro Assignment - Send a Message to Your Instructor",88.01369863,30,30,"M"
"FrScA-S116-01",87010,"0-1.2: Intro Assignment - DB #1",88.01369863,10,8.5,"M"
"FrScA-S116-01",87010,"0-1.3: Intro Assignment - Submitting Files",88.01369863,5,5,"F"
"FrScA-S116-01",87010,"1-1.1: Lesson 1-1 Graphic Organizer",88.01369863,140,135.45,"F"
"FrScA-S116-01",87010,"1-2.1: Explore a Career Assignment",88.01369863,24,16,"F"
"FrScA-S116-01",87010,"1-2.2: Explore a Career DB #2",88.01369863,535,NA,"M"
"FrScA-S116-01",87010,"PROGRESS CHECK 1 @ 10-02-15",88.01369863,10,8.5,"F"
"FrScA-S116-01",87010,"1-2.3: Lesson 1-2 Graphic Organizer",88.01369863,37,36.22,"F"
"FrScA-S116-01",87010,"Unit 1 Assessment",88.01369863,10,NA,"F"
"FrScA-S116-01",87010,"2-1.1: Crime Scene DB #3",88.01369863,5,5,"F"
"FrScA-S116-01",87010,"2-2.1: Evidence Collection DB #4",88.01369863,10,NA,"F"
"FrScA-S116-01",87010,"2-3.1: Hair Analysis Lab",88.01369863,5,5,"F"
"FrScA-S116-01",87010,"Unit 2 Assessment",88.01369863,5,9,"M"
"FrScA-S116-01",87010,"3-1.1: BrainPop Periodic Table of the Elements",88.01369863,5,4.75,"M"
"FrScA-S116-01",87010,"3-1.2: Periodic Table of the Elements Lab",88.01369863,10,10,"F"
"FrScA-S116-01",87010,"3-2.1: pH Analysis Lab",88.01369863,25,25,"M"
"FrScA-S116-01",87010,"3-3.1: Drug Analysis and Toxicology DB #5",88.01369863,5,5,"F"
"FrScA-S116-01",87010,"PROGRESS CHECK 2 @ 10-28-15",88.01369863,280,270,"F"
"FrScA-S116-01",87010,"3-4.1: A Very Cold Case DB #6",88.01369863,10,5.63,"F"
"FrScA-S116-01",87010,"3-4.2: Mystery Powder Lab",88.01369863,5,3,"F"
"FrScA-S116-01",87010,"Unit 3 Assessment",88.01369863,5,5,"F"
"FrScA-S116-01",87010,"4-1.1: Compare/Contrast Microscopes Assignment",88.01369863,30,18,"F"
"FrScA-S116-01",87010,"4-2.1: Summary of the Case of Karyn Slover Assignment",88.01369863,15,15,"F"
"FrScA-S116-01",87010,"Unit 4 Assessment",88.01369863,5,5,"F"
"FrScA-S116-01",87010,"5-1.1: BrainPop Video on DNA",88.01369863,5,4,"M"
"FrScA-S116-01",87010,"5-1.2: DNA DB #7",88.01369863,5,4,"F"
"FrScA-S116-01",87010,"PROGRESS CHECK 3 @ 11-20-15",88.01369863,625,510.14,"F"
"FrScA-S116-01",87010,"5-2.1: DNA Lab",88.01369863,10,10,"F"
"FrScA-S116-01",87010,"Unit 5 Assessment",88.01369863,10,NA,"F"
"FrScA-S116-01",87010,"6-1.1: History of Fingerprinting and the Application to Solving Crimes",88.01369863,5,5,"F"
"FrScA-S116-01",87010,"6-2.1: Fingerprint Analysis Assignment",88.01369863,10,9,"F"
"FrScA-S116-01",87010,"6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8",88.01369863,5,5,"F"
"FrScA-S116-01",87010,"Unit 6 Assessment",88.01369863,10,10,"M"
"FrScA-S116-01",87010,"7-1.1: Can You Identify a Forgery? Assignment",88.01369863,5,5,"F"
"FrScA-S116-01",87010,"7-2.1: Questioned Documents Case Studies DB #9",88.01369863,5,5,"F"
"FrScA-S116-01",87010,"7-2.2: Handwriting Analysis",88.01369863,10,7,"F"
"FrScA-S116-01",87010,"PROGRESS CHECK 4 @ 12-18-15",88.01369863,10,5,"F"
"FrScA-S116-01",87010,"7-3.1: TWEAS Case DB #10",88.01369863,5,5,"M"
"FrScA-S116-01",87010,"7-3.2: TWEAS Case <d0> Solve the Crime Assignment",88.01369863,15,NA,"M"
"FrScA-S116-01",87010,"Unit 7 Assessment",88.01369863,10,NA,"M"
"FrScA-S116-01",87010,"8-1.1: The Final Case <d0> Solve the Crime Assignment",88.01369863,20,NA,"F"
"FrScA-S116-01",87010,"POINTS EARNED & TOTAL COURSE POINTS",88.01369863,10,10,"F"
"FrScA-S116-01",87027,"POINTS EARNED & TOTAL COURSE POINTS",78.76712329,10,10,"F"
"FrScA-S116-01",87027,"WORK ATTEMPTED",78.76712329,10,NA,"M"
"FrScA-S116-01",87027,"0-1.1: Intro Assignment - Send a Message to Your Instructor",78.76712329,10,8,"F"
"FrScA-S116-01",87027,"0-1.2: Intro Assignment - DB #1",78.76712329,10,9.63,"F"
"FrScA-S116-01",87027,"0-1.3: Intro Assignment - Submitting Files",78.76712329,30,30,"F"
"FrScA-S116-01",87027,"1-1.1: Lesson 1-1 Graphic Organizer",78.76712329,460,443,"M"
"FrScA-S116-01",87027,"1-2.1: Explore a Career Assignment",78.76712329,10,10,"F"
"FrScA-S116-01",87027,"1-2.2: Explore a Career DB #2",78.76712329,10,9,"F"
"FrScA-S116-01",87027,"PROGRESS CHECK 1 @ 10-02-15",78.76712329,10,10,"F"
"FrScA-S116-01",87027,"1-2.3: Lesson 1-2 Graphic Organizer",78.76712329,80,59.97,"F"
"FrScA-S116-01",87027,"Unit 1 Assessment",78.76712329,140,124.72,"F"
"FrScA-S116-01",87027,"2-1.1: Crime Scene DB #3",78.76712329,30,27.75,"F"
"FrScA-S116-01",87027,"2-2.1: Evidence Collection DB #4",78.76712329,10,10,"M"
"FrScA-S116-01",87027,"2-3.1: Hair Analysis Lab",78.76712329,24,16,"F"
"FrScA-S116-01",87027,"Unit 2 Assessment",78.76712329,10,10,"M"
"FrScA-S116-01",87027,"3-1.1: BrainPop Periodic Table of the Elements",78.76712329,10,9,"F"
"FrScA-S116-01",87027,"3-1.2: Periodic Table of the Elements Lab",78.76712329,24,NA,"M"
"FrScA-S116-01",87027,"3-2.1: pH Analysis Lab",78.76712329,10,9,"F"
"FrScA-S116-01",87027,"3-3.1: Drug Analysis and Toxicology DB #5",78.76712329,10,NA,"F"
"FrScA-S116-01",87027,"PROGRESS CHECK 2 @ 10-28-15",78.76712329,345,328,"F"
"FrScA-S116-01",87027,"3-4.1: A Very Cold Case DB #6",78.76712329,443,403,"F"
"FrScA-S116-01",87027,"3-4.2: Mystery Powder Lab",78.76712329,10,10,"F"
"FrScA-S116-01",87027,"Unit 3 Assessment",78.76712329,10,9.8,"F"
"FrScA-S116-01",87027,"4-1.1: Compare/Contrast Microscopes Assignment",78.76712329,30,0,"F"
"FrScA-S116-01",87027,"4-2.1: Summary of the Case of Karyn Slover Assignment",78.76712329,10,6,"F"
"FrScA-S116-01",87027,"Unit 4 Assessment",78.76712329,10,10,"M"
"FrScA-S116-01",87027,"5-1.1: BrainPop Video on DNA",78.76712329,10,8,"F"
"FrScA-S116-01",87027,"5-1.2: DNA DB #7",78.76712329,438,329.74,"F"
"FrScA-S116-01",87027,"PROGRESS CHECK 3 @ 11-20-15",78.76712329,5,5,"F"
"FrScA-S116-01",87027,"5-2.1: DNA Lab",78.76712329,5,5,"F"
"FrScA-S116-01",87027,"Unit 5 Assessment",78.76712329,10,8,"M"
"FrScA-S116-01",87027,"6-1.1: History of Fingerprinting and the Application to Solving Crimes",78.76712329,5,NA,"F"
"FrScA-S116-01",87027,"6-2.1: Fingerprint Analysis Assignment",78.76712329,249,233,"F"
"FrScA-S116-01",87027,"6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8",78.76712329,20,18,"F"
"FrScA-S116-01",87027,"Unit 6 Assessment",78.76712329,5,5,"M"
"FrScA-S116-01",87027,"7-1.1: Can You Identify a Forgery? Assignment",78.76712329,55,45,"M"
"FrScA-S116-01",87027,"7-2.1: Questioned Documents Case Studies DB #9",78.76712329,25,21,"F"
"FrScA-S116-01",87027,"7-2.2: Handwriting Analysis",78.76712329,10,7.5,"F"
"FrScA-S116-01",87027,"PROGRESS CHECK 4 @ 12-18-15",78.76712329,10,10,"F"
"FrScA-S116-01",87027,"7-3.1: TWEAS Case DB #10",78.76712329,5,5,"F"
"FrScA-S116-01",87027,"7-3.2: TWEAS Case <d0> Solve the Crime Assignment",78.76712329,10,9,"M"
"FrScA-S116-01",87027,"Unit 7 Assessment",78.76712329,25,23,"M"
"FrScA-S116-01",87027,"8-1.1: The Final Case <d0> Solve the Crime Assignment",78.76712329,5,3.8,"F"
"FrScA-S116-01",87027,"POINTS EARNED & TOTAL COURSE POINTS",78.76712329,10,10,"M"
"FrScA-S116-01",87093,"POINTS EARNED & TOTAL COURSE POINTS",60.2739726,5,5,"F"
